ID,tags,text,tokens,ner_tags
NCT02240498,"63:74:chronic_disease,76:87:chronic_disease,102:114:chronic_disease","All patients with clinical symptoms (ex: fever, chills, pain, tachycardia, hypotension), laboratory (leukocytosis) and radiologic findings (thick walled, rim-enhancing collection with gas bubbles or air-fluid levels) compatible with an abscess that requires image-guided percutaneous drainage","['All' 'patients' 'with' 'clinical' 'symptoms' '(' 'ex' ':' 'fever' ','
 'chills' ',' 'pain' ',' 'tachycardia' ',' 'hypotension' ')' ','
 'laboratory' '(' 'leukocytosis' ')' 'and' 'radiologic' 'findings' '('
 'thick' 'walled' ',' 'rim-enhancing' 'collection' 'with' 'gas' 'bubbles'
 'or' 'air-fluid' 'levels' ')' 'compatible' 'with' 'an' 'abscess' 'that'
 'requires' 'image-guided' 'percutaneous' 'drainage']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 2. 0. 0. 0. 0. 2. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NCT02237183,"17:28:chronic_disease,44:56:treatment,60:88:treatment,,","Due to risk for hypotension in patients on vasodilators or antihypertensive medications, participants must not have blood pressure < 95 mm Hg systolic","['Due' 'to' 'risk' 'for' 'hypotension' 'in' 'patients' 'on' 'vasodilators'
 'or' 'antihypertensive' 'medications' ',' 'participants' 'must' 'not'
 'have' 'blood' 'pressure' '<' '95' 'mm' 'Hg' 'systolic']",[0. 0. 0. 0. 2. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02236013,"1:20:treatment,25:42:chronic_disease,48:59:treatment,",Emergency treatment for hyperleukocytosis with hydroxyurea for ≤ 10 days,"['Emergency' 'treatment' 'for' 'hyperleukocytosis' 'with' 'hydroxyurea'
 'for' '≤' '10' 'days']",[1. 1. 0. 2. 0. 1. 0. 0. 0. 0.]
NCT02236000,"15:45:treatment,,96:114:treatment,137:153:treatment",Chronic daily treatment with corticosteroids with a dose of greater than or equal to 10 mg/day methylprednisolone equivalent (excluding inhaled steroids),"['Chronic' 'daily' 'treatment' 'with' 'corticosteroids' 'with' 'a' 'dose'
 'of' 'greater' 'than' 'or' 'equal' 'to' '10' 'mg/day'
 'methylprednisolone' 'equivalent' '(' 'excluding' 'inhaled' 'steroids'
 ')']",[0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0.]
NCT02235857,"1:20:chronic_disease,42:53:chronic_disease,55:70:chronic_disease,72:110:chronic_disease,115:131:chronic_disease","Cardiac impairments such as uncontrolled arrhyth¬mia, unstable angina, decompensated congestive heart failure, or valvular disease","['Cardiac' 'impairments' 'such' 'as' 'uncontrolled' 'arrhyth¬mia' ','
 'unstable' 'angina' ',' 'decompensated' 'congestive' 'heart' 'failure'
 ',' 'or' 'valvular' 'disease']",[2. 2. 0. 0. 0. 2. 0. 2. 2. 0. 2. 2. 2. 2. 0. 0. 2. 2.]
NCT02235857,"21:36:allergy_name,38:45:allergy_name,50:64:allergy_name","Hypersensitivity to dextran sulfate, heparin, or ethylene oxide","['Hypersensitivity' 'to' 'dextran' 'sulfate' ',' 'heparin' ',' 'or'
 'ethylene' 'oxide']",[0. 0. 4. 4. 0. 4. 0. 0. 4. 4.]
NCT02234934,"8:23:chronic_disease,56:80:chronic_disease,82:90:chronic_disease,92:103:chronic_disease","Active cardiac disease, including clinical evidence of congestive heart failure, cyanosis, hypotension","['Active' 'cardiac' 'disease' ',' 'including' 'clinical' 'evidence' 'of'
 'congestive' 'heart' 'failure' ',' 'cyanosis' ',' 'hypotension']",[0. 2. 2. 0. 0. 0. 0. 0. 2. 2. 2. 0. 2. 0. 2.]
NCT02234934,"22:56:chronic_disease,60:71:chronic_disease,98:109:chronic_disease,136:139:chronic_disease,141:151:chronic_disease,153:168:chronic_disease,172:185:chronic_disease","No co-infection with Human Immunodeficiency Virus (HIV) or hepatitis B virus (HBsAg positive) or hepatitis C virus (HCV RNA positive), CMV, adenovirus, parvovirus B 19 or toxoplasmosis","['No' 'co-infection' 'with' 'Human' 'Immunodeficiency' 'Virus' '(' 'HIV'
 ')' 'or' 'hepatitis' 'B' 'virus' '(' 'HBsAg' 'positive' ')' 'or'
 'hepatitis' 'C' 'virus' '(' 'HCV' 'RNA' 'positive' ')' ',' 'CMV' ','
 'adenovirus' ',' 'parvovirus' 'B' '19' 'or' 'toxoplasmosis']","[0. 0. 0. 2. 2. 2. 2. 0. 0. 0. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 2. 0. 2. 0. 2. 2. 2. 0. 2.]"
NCT02234557,",28:36:chronic_disease,38:52:chronic_disease,54:76:chronic_disease,78:95:chronic_disease","neurologic disorder (e.g., epilepsy, cerebral palsy, traumatic brain injury, Tourette Syndrome)","['neurologic' 'disorder' '(' 'e.g.' ',' 'epilepsy' ',' 'cerebral' 'palsy'
 ',' 'traumatic' 'brain' 'injury' ',' 'Tourette' 'Syndrome' ')']",[0. 0. 0. 0. 0. 2. 0. 2. 2. 0. 2. 2. 2. 0. 2. 2. 0.]
NCT02233868,"48:68:chronic_disease,159:174:treatment,192:221:treatment,","Current or past DSM-IV or DSM-5 diagnosis of a psychiatric disorder (other than alcohol in AD participants and nicotine/caffeine use disorders) that required hospitalization (any length), or chronic medication management (more than 4 weeks) and that could impact brain function at the time of the study as determined by history and clinical exam","['Current' 'or' 'past' 'DSM-IV' 'or' 'DSM-5' 'diagnosis' 'of' 'a'
 'psychiatric' 'disorder' '(' 'other' 'than' 'alcohol' 'in' 'AD'
 'participants' 'and' 'nicotine/caffeine' 'use' 'disorders' ')' 'that'
 'required' 'hospitalization' '(' 'any' 'length' ')' ',' 'or' 'chronic'
 'medication' 'management' '(' 'more' 'than' '4' 'weeks' ')' 'and' 'that'
 'could' 'impact' 'brain' 'function' 'at' 'the' 'time' 'of' 'the' 'study'
 'as' 'determined' 'by' 'history' 'and' 'clinical' 'exam']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NCT02233868,"1:25:treatment,14:24:treatment,77:87:treatment,104:115:treatment,,187:213:treatment,215:238:treatment,240:264:treatment,284:297:treatment,299:322:treatment","psychoactive medications or medication that may affect study results (e.g., analgesics [non narcotic], antibiotics (must finish course at least 24 hours prior to a scheduled procedure), antidiarrheal preparations, anti-inflammatory drugs (systemic corticosteroids are exclusionary), antinauseants, cough/cold preparations) (self-report, medical history)","['psychoactive' 'medications' 'or' 'medication' 'that' 'may' 'affect'
 'study' 'results' '(' 'e.g.' ',' 'analgesics' '[' 'non' 'narcotic' ']'
 ',' 'antibiotics' '(' 'must' 'finish' 'course' 'at' 'least' '24' 'hours'
 'prior' 'to' 'a' 'scheduled' 'procedure' ')' ',' 'antidiarrheal'
 'preparations' ',' 'anti-inflammatory' 'drugs' '(' 'systemic'
 'corticosteroids' 'are' 'exclusionary' ')' ',' 'antinauseants' ','
 'cough/cold' 'preparations' ')' '(' 'self-report' ',' 'medical' 'history'
 ')']","[1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 1. 1. 0. 0. 0. 0. 1. 0.
 1. 1. 0. 0. 0. 0. 0. 0. 0.]"
NCT02232516,"33:55:treatment,48:55:treatment,60:64:cancer,77:92:treatment,","Patients must not have received prior systemic therapy for PTCL (except for corticosteroids for 10 or fewer days at any dose, no washout period required as long as they discontinue prior to starting study therapy)","['Patients' 'must' 'not' 'have' 'received' 'prior' 'systemic' 'therapy'
 'for' 'PTCL' '(' 'except' 'for' 'corticosteroids' 'for' '10' 'or' 'fewer'
 'days' 'at' 'any' 'dose' ',' 'no' 'washout' 'period' 'required' 'as'
 'long' 'as' 'they' 'discontinue' 'prior' 'to' 'starting' 'study'
 'therapy' ')']","[0. 0. 0. 0. 0. 1. 1. 1. 0. 3. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NCT02232165,"10:17:chronic_disease,19:28:chronic_disease,30:37:chronic_disease,41:54:chronic_disease","Advanced cardiac, pulmonary, hepatic or liver disease","['Advanced' 'cardiac' ',' 'pulmonary' ',' 'hepatic' 'or' 'liver' 'disease']",[0. 2. 0. 2. 0. 2. 0. 2. 2.]
NCT02231073,"32:43:chronic_disease,45:62:chronic_disease,68:88:chronic_disease,102:108:chronic_disease,110:120:chronic_disease,122:132:chronic_disease,136:162:chronic_disease","at least one of the following: rest tremor, muscular rigidity, and postural instability not cause by visual, vestibular, cerebellar or proprioceptive dysfunction","['at' 'least' 'one' 'of' 'the' 'following' ':' 'rest' 'tremor' ','
 'muscular' 'rigidity' ',' 'and' 'postural' 'instability' 'not' 'cause'
 'by' 'visual' ',' 'vestibular' ',' 'cerebellar' 'or' 'proprioceptive'
 'dysfunction']","[0. 0. 0. 0. 0. 0. 0. 2. 2. 0. 2. 2. 0. 0. 2. 2. 0. 0. 0. 2. 0. 2. 0. 2.
 0. 2. 2.]"
NCT02227199,"111:135:treatment,137:169:treatment,171:189:treatment,213:224:treatment,,,,,,419:458:treatment,,","Patients must have measurable disease defined as lesions that can be accurately measured in two dimensions by computed tomography (CT), magnetic resonance imaging (MRI), medical photograph (skin or oral lesion), plain x-ray, or other conventional technique and a greatest transverse diameter of 1 cm or greater; or palpable lesions with both diameters >= 2 cm; further, at least 1 of these lesions must be positive by positron emission tomography (PET) scan (i.e., Deauville score of 4 or more)","['Patients' 'must' 'have' 'measurable' 'disease' 'defined' 'as' 'lesions'
 'that' 'can' 'be' 'accurately' 'measured' 'in' 'two' 'dimensions' 'by'
 'computed' 'tomography' '(' 'CT' ')' ',' 'magnetic' 'resonance' 'imaging'
 '(' 'MRI' ')' ',' 'medical' 'photograph' '(' 'skin' 'or' 'oral' 'lesion'
 ')' ',' 'plain' 'x-ray' ',' 'or' 'other' 'conventional' 'technique' 'and'
 'a' 'greatest' 'transverse' 'diameter' 'of' '1' 'cm' 'or' 'greater' ';'
 'or' 'palpable' 'lesions' 'with' 'both' 'diameters' '>' '=' '2' 'cm' ';'
 'further' ',' 'at' 'least' '1' 'of' 'these' 'lesions' 'must' 'be'
 'positive' 'by' 'positron' 'emission' 'tomography' '(' 'PET' ')' 'scan'
 '(' 'i.e.' ',' 'Deauville' 'score' 'of' '4' 'or' 'more' ')']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1.
 1. 1. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0.]"
NCT02226159,"73:76:treatment,77:79:treatment,92:110:chronic_disease",Deemed to be good operative candidates by spine surgeons (patients with MRI/CT findings of neural compression with concordant symptoms) and had agreed to possible operative intervention,"['Deemed' 'to' 'be' 'good' 'operative' 'candidates' 'by' 'spine'
 'surgeons' '(' 'patients' 'with' 'MRI/CT' 'findings' 'of' 'neural'
 'compression' 'with' 'concordant' 'symptoms' ')' 'and' 'had' 'agreed'
 'to' 'possible' 'operative' 'intervention']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 2. 2. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]"
NCT02225548,"27:48:chronic_disease,50:56:chronic_disease,77:87:chronic_disease,","Subject with a history of myocardial infarction, stroke or life-threatening arrhythmia within 6 months prior to screening","['Subject' 'with' 'a' 'history' 'of' 'myocardial' 'infarction' ','
 'stroke' 'or' 'life-threatening' 'arrhythmia' 'within' '6' 'months'
 'prior' 'to' 'screening']",[0. 0. 0. 0. 0. 2. 2. 0. 2. 0. 0. 2. 0. 0. 0. 0. 0. 0.]
NCT02225548,"37:66:chronic_disease,87:95:chronic_disease,104:122:chronic_disease,124:140:cancer,146:154:cancer","Subject with clinically significant chronic hematological disease which could lead to priapism such as sickle cell anemia, multiple myeloma, and leukemia","['Subject' 'with' 'clinically' 'significant' 'chronic' 'hematological'
 'disease' 'which' 'could' 'lead' 'to' 'priapism' 'such' 'as' 'sickle'
 'cell' 'anemia' ',' 'multiple' 'myeloma' ',' 'and' 'leukemia']",[0. 0. 0. 0. 2. 2. 2. 0. 0. 0. 0. 2. 0. 0. 2. 2. 2. 0. 3. 3. 0. 0. 3.]
NCT02222545,"29:33:chronic_disease,46:50:treatment,62:65:chronic_disease,69:72:chronic_disease","Have a diagnosis of primary aHUS, persistent HSCT-associated TMA or TTP","['Have' 'a' 'diagnosis' 'of' 'primary' 'aHUS' ',' 'persistent'
 'HSCT-associated' 'TMA' 'or' 'TTP']",[0. 0. 0. 0. 0. 2. 0. 0. 1. 2. 0. 2.]
NCT02217709,"24:29:chronic_disease,33:58:chronic_disease,60:73:chronic_disease,75:91:chronic_disease,100:116:chronic_disease,127:142:treatment","Known prior history of mania or major psychiatric illness (schizophrenia, bipolar disorder, severe major depression requiring hospitalization, etc.)","['Known' 'prior' 'history' 'of' 'mania' 'or' 'major' 'psychiatric'
 'illness' '(' 'schizophrenia' ',' 'bipolar' 'disorder' ',' 'severe'
 'major' 'depression' 'requiring' 'hospitalization' ',' 'etc' '.' ')']",[0. 0. 0. 0. 2. 0. 2. 2. 2. 0. 2. 0. 2. 2. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
NCT02216227,"9:28:treatment,32:50:treatment,71:83:treatment,87:98:treatment",Undergo cardiac transplants or cardiac procedures performed using the percutaneous or thoracotomy approach,"['Undergo' 'cardiac' 'transplants' 'or' 'cardiac' 'procedures' 'performed'
 'using' 'the' 'percutaneous' 'or' 'thoracotomy' 'approach']",[0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0.]
NCT02215096,"36:53:chronic_disease,87:98:chronic_disease,100:107:chronic_disease,109:114:chronic_disease,118:133:chronic_disease","Evidence of severe or uncontrolled systemic diseases (e.g., unstable or uncompensated respiratory, hepatic, renal or cardiac disease)","['Evidence' 'of' 'severe' 'or' 'uncontrolled' 'systemic' 'diseases' '('
 'e.g.' ',' 'unstable' 'or' 'uncompensated' 'respiratory' ',' 'hepatic'
 ',' 'renal' 'or' 'cardiac' 'disease' ')']",[0. 0. 0. 0. 0. 2. 2. 0. 0. 0. 0. 0. 0. 2. 0. 2. 0. 2. 0. 2. 2. 0.]
NCT02215096,"1:21:cancer,16:21:cancer,65:71:treatment",PTEN deficient tumor as documented from archival or fresh (from biopsy) tumor tissue analyzed by GlaxoSmithKline selected laboratory,"['PTEN' 'deficient' 'tumor' 'as' 'documented' 'from' 'archival' 'or'
 'fresh' '(' 'from' 'biopsy' ')' 'tumor' 'tissue' 'analyzed' 'by'
 'GlaxoSmithKline' 'selected' 'laboratory']",[3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02215096,"12:33:chronic_disease,35:59:chronic_disease,71:86:chronic_disease,89:109:treatment,111:119:treatment,124:139:treatment,,185:214:chronic_disease,,,","history of myocardial infarction, acute coronary syndromes (including unstable angina), coronary angioplasty, stenting, or bypass grafting within the past 6 months prior to enrolment, Class III or IV heart failure as defined by the New York Heart Association functional classification system, LVEF below 50%","['history' 'of' 'myocardial' 'infarction' ',' 'acute' 'coronary'
 'syndromes' '(' 'including' 'unstable' 'angina' ')' ',' 'coronary'
 'angioplasty' ',' 'stenting' ',' 'or' 'bypass' 'grafting' 'within' 'the'
 'past' '6' 'months' 'prior' 'to' 'enrolment' ',' 'Class' 'III' 'or' 'IV'
 'heart' 'failure' 'as' 'defined' 'by' 'the' 'New' 'York' 'Heart'
 'Association' 'functional' 'classification' 'system' ',' 'LVEF' 'below'
 '50' '%']","[0. 0. 2. 2. 0. 2. 1. 1. 0. 0. 2. 2. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0.]"
NCT02213913,"1:16:cancer,22:62:treatment,36:56:treatment,209:213:cancer,216:219:cancer,245:257:treatment","B-cell lymphoma with comprehensive immunohistochemistry (IHC) panel establishing lineage (CD20, CD3) and cell of origin (CD10, BCL6 and MUM1) in addition to proliferative/prognostic markers (Ki-67, C-myc and BCL2). DHL will be identified using cytogenetics and/or immunohistochemistry","['B-cell' 'lymphoma' 'with' 'comprehensive' 'immunohistochemistry' '('
 'IHC' ')' 'panel' 'establishing' 'lineage' '(' 'CD20' ',' 'CD3' ')' 'and'
 'cell' 'of' 'origin' '(' 'CD10' ',' 'BCL6' 'and' 'MUM1' ')' 'in'
 'addition' 'to' 'proliferative/prognostic' 'markers' '(' 'Ki-67' ','
 'C-myc' 'and' 'BCL2' ')' '.' 'DHL' 'will' 'be' 'identified' 'using'
 'cytogenetics' 'and/or' 'immunohistochemistry']","[3. 3. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 0. 0. 3. 0. 0. 0. 0. 1. 0. 0.]"
NCT02213497,"52:63:chronic_disease,65:70:chronic_disease,72:79:chronic_disease,84:102:chronic_disease","Patients must be surgical candidates with adequate hematologic, renal, hepatic and pulmonary function","['Patients' 'must' 'be' 'surgical' 'candidates' 'with' 'adequate'
 'hematologic' ',' 'renal' ',' 'hepatic' 'and' 'pulmonary' 'function']",[0. 0. 0. 0. 0. 0. 0. 2. 0. 2. 0. 2. 0. 2. 2.]
NCT02213289,",,,68:82:treatment,84:93:treatment,98:109:treatment","Cardiac Ejection Fraction >50% (for HER2+ patients) as assessed by echocardiogram, MUGA scan, or cardiac MRI","['Cardiac' 'Ejection' 'Fraction' '>' '50' '%' '(' 'for' 'HER2+' 'patients'
 ')' 'as' 'assessed' 'by' 'echocardiogram' ',' 'MUGA' 'scan' ',' 'or'
 'cardiac' 'MRI']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 1. 1.]
NCT02213289,"27:54:treatment,47:54:treatment,59:70:treatment,75:96:cancer,",Patients who have started first line mFOLFOX6 therapy (+/-trastuzumab for HER2 amplified tumors) may be considered for trial participation if they have received no more than 4 doses of therapy at the time of consent and screening,"['Patients' 'who' 'have' 'started' 'first' 'line' 'mFOLFOX6' 'therapy' '('
 '+/-trastuzumab' 'for' 'HER2' 'amplified' 'tumors' ')' 'may' 'be'
 'considered' 'for' 'trial' 'participation' 'if' 'they' 'have' 'received'
 'no' 'more' 'than' '4' 'doses' 'of' 'therapy' 'at' 'the' 'time' 'of'
 'consent' 'and' 'screening']","[0. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NCT02209636,"12:23:treatment,99:109:treatment,125:138:treatment","Not taking medications that interact with agents administered during experimental sessions (e.g., sildenafil interacts with nitroglycerin)","['Not' 'taking' 'medications' 'that' 'interact' 'with' 'agents'
 'administered' 'during' 'experimental' 'sessions' '(' 'e.g.' ','
 'sildenafil' 'interacts' 'with' 'nitroglycerin' ')']",[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.]
NCT02208362,"74:90:chronic_disease,132:143:chronic_disease,147:148:chronic_disease,239:253:treatment","Research participants with any uncontrolled illness including ongoing or active infection; research participants with known active hepatitis B or C infection; research participants with any signs or symptoms of active infection, positive blood cultures or radiological evidence of infections","['Research' 'participants' 'with' 'any' 'uncontrolled' 'illness'
 'including' 'ongoing' 'or' 'active' 'infection' ';' 'research'
 'participants' 'with' 'known' 'active' 'hepatitis' 'B' 'or' 'C'
 'infection' ';' 'research' 'participants' 'with' 'any' 'signs' 'or'
 'symptoms' 'of' 'active' 'infection' ',' 'positive' 'blood' 'cultures'
 'or' 'radiological' 'evidence' 'of' 'infections']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 0. 0. 0. 0. 0. 0. 2. 2. 0. 2. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.]"
NCT02207439,"1:16:treatment,1:17:treatment,19:32:treatment,34:47:treatment,65:74:treatment,76:94:treatment,95:104:treatment,106:121:treatment,123:133:treatment,135:145:treatment,147:156:treatment,158:165:treatment,167:187:treatment,189:201:treatment,203:215:treatment,217:236:treatment,238:250:treatment,251:261:treatment,263:272:treatment,274:292:treatment,294:303:treatment,305:323:treatment,324:341:treatment,343:363:treatment,364:376:treatment,378:411:treatment,413:427:treatment,429:438:treatment","Anti-Convulsants: carbamazepine, Phenobarbital, Anti-Convulsant:phenytoin, Anti-Mycobacterial:rifabutin, PDE5 Inhibitors: sildenafil, vardenafil, tadalafil, HMG-CoA: Reductase Inhibitors: atorvastatin, rosuvastatin, Immuno-suppressants: cyclosporine,tacrolimus, sirolimus, Narcotic Analgesic: methadone, Oral Contraceptive:ethinyl estradiol, Macrolide Antibiotic:azithromycin, Inhaled/nasal steroid fluticasone, Antidepressant: trazodone","['Anti-Convulsants' ':' 'carbamazepine' ',' 'Phenobarbital' ','
 'Anti-Convulsant' ':' 'phenytoin' ',' 'Anti-Mycobacterial' ':'
 'rifabutin' ',' 'PDE5' 'Inhibitors' ':' 'sildenafil' ',' 'vardenafil' ','
 'tadalafil' ',' 'HMG-CoA' ':' 'Reductase' 'Inhibitors' ':' 'atorvastatin'
 ',' 'rosuvastatin' ',' 'Immuno-suppressants' ':' 'cyclosporine' ','
 'tacrolimus' ',' 'sirolimus' ',' 'Narcotic' 'Analgesic' ':' 'methadone'
 ',' 'Oral' 'Contraceptive' ':' 'ethinyl' 'estradiol' ',' 'Macrolide'
 'Antibiotic' ':' 'azithromycin' ',' 'Inhaled/nasal' 'steroid'
 'fluticasone' ',' 'Antidepressant' ':' 'trazodone']","[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1.
 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 0. 1. 0. 1. 1. 0.
 1. 1. 0. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 0. 1.]"
NCT02204098,"20:49:treatment,74:84:treatment,96:129:treatment,131:148:treatment,153:175:treatment","Current use of any electronic stimulation device, such as cardiac demand pacemakers, automatic implantable cardiac defibrillator, nerve stimulators, or deep brain stimulators","['Current' 'use' 'of' 'any' 'electronic' 'stimulation' 'device' ',' 'such'
 'as' 'cardiac' 'demand' 'pacemakers' ',' 'automatic' 'implantable'
 'cardiac' 'defibrillator' ',' 'nerve' 'stimulators' ',' 'or' 'deep'
 'brain' 'stimulators']","[0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 1. 0. 1. 1. 0. 0. 1.
 1. 1.]"
NCT02203903,"20:28:cancer,32:48:cancer,52:66:treatment","Evidence of active leukemia or lymphoma disease by flow cytometry, morphology, or cytogenetic evaluation within the marrow or extramedullary sites","['Evidence' 'of' 'active' 'leukemia' 'or' 'lymphoma' 'disease' 'by' 'flow'
 'cytometry' ',' 'morphology' ',' 'or' 'cytogenetic' 'evaluation' 'within'
 'the' 'marrow' 'or' 'extramedullary' 'sites']",[0. 0. 0. 3. 0. 3. 3. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02203695,"25:38:treatment,40:60:treatment,65:88:treatment","Concurrent use of other antiandrogens, estrogen-like agents, or 5a-reductase inhibitors","['Concurrent' 'use' 'of' 'other' 'antiandrogens' ',' 'estrogen-like'
 'agents' ',' 'or' '5a-reductase' 'inhibitors']",[0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 1. 1.]
NCT02203552,"25:57:treatment,58:73:treatment,103:122:treatment,136:145:treatment,157:171:chronic_disease","Any contraindication to magnetic resonance imaging (MRI)/PET examination including but not limited to ferromagnetic metal in the body, pacemaker, or severe claustrophobia","['Any' 'contraindication' 'to' 'magnetic' 'resonance' 'imaging' '(' 'MRI'
 ')' '/PET' 'examination' 'including' 'but' 'not' 'limited' 'to'
 'ferromagnetic' 'metal' 'in' 'the' 'body' ',' 'pacemaker' ',' 'or'
 'severe' 'claustrophobia']","[0. 0. 0. 1. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0.
 0. 0. 2.]"
NCT02203552,"23:39:chronic_disease,43:59:chronic_disease,69:87:cancer",Reported diagnosis of major depression or anxiety disorder prior to breast cancer (BC) diagnosis,"['Reported' 'diagnosis' 'of' 'major' 'depression' 'or' 'anxiety'
 'disorder' 'prior' 'to' 'breast' 'cancer' '(' 'BC' ')' 'diagnosis']",[0. 0. 0. 2. 2. 0. 2. 2. 0. 0. 3. 3. 3. 0. 0. 0.]
NCT02203513,"46:52:cancer,60:70:cancer,74:101:cancer,103:128:cancer,137:158:cancer","For Cohorts 1-3, 5 and 6: patients must have breast and/or epithelial or endometrioid ovarian cancer, primary peritoneal cancer, and/or fallopian tube cancer histologically or cytologically confirmed at the NCI that is metastatic or unresectable and for which standard curative measures do not exist or are no longer effective","['For' 'Cohorts' '1-3' ',' '5' 'and' '6' ':' 'patients' 'must' 'have'
 'breast' 'and/or' 'epithelial' 'or' 'endometrioid' 'ovarian' 'cancer' ','
 'primary' 'peritoneal' 'cancer' ',' 'and/or' 'fallopian' 'tube' 'cancer'
 'histologically' 'or' 'cytologically' 'confirmed' 'at' 'the' 'NCI' 'that'
 'is' 'metastatic' 'or' 'unresectable' 'and' 'for' 'which' 'standard'
 'curative' 'measures' 'do' 'not' 'exist' 'or' 'are' 'no' 'longer'
 'effective']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 0. 3. 0. 3. 3. 3. 0. 3. 3. 3. 0. 0.
 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0.]"
